species_name	gbif_species_key	gbif_species_url	photo_1_mature_overall	photo_2_mature_overall	photo_3_flower_very_close_up	photo_4_flower_moderate_close_up	photo_5_unique_feature_photo_wildcard	photo_6_spring_feature	photo_7_summer_feature	photo_8_fall_feature	photo_9_winter_feature	total_number_of_SKUs	number_of_nursery_suppliers	nursery_to_SKU_count	original_name_summary	size_summary	quantity_summary	
Distichlis spicata	2704509	https://www.gbif.org/species/2704509	https://www.gbif.org/occurrence/4516827377	https://www.gbif.org/occurrence/4936989444	https://www.gbif.org/occurrence/2422939563	https://www.gbif.org/occurrence/4919241060	https://www.gbif.org/occurrence/4436121672	https://www.gbif.org/occurrence/4919442959	https://www.gbif.org/occurrence/4936989444	https://www.gbif.org/occurrence/4919717739	https://www.gbif.org/occurrence/3014002071	6	2	EarthBalance / Green Seasons:5 | Beeman's Nursery:1	"Distichlis spicata":6	"4 inch":3 | "LN":2 | "g":1	"_":3 | "M":2 | "C":1	
Asclepias incarnata	3170266	https://www.gbif.org/species/3170266	https://inaturalist-open-data.s3.amazonaws.com/photos/375931780/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/397064180/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/398660050/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/398476014/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/390149588/original.jpg	https://www.gbif.org/occurrence/3947184636	https://www.gbif.org/occurrence/4953046447	https://www.gbif.org/occurrence/1901054864	no occurrences during winter 	6	3	EarthBalance / Green Seasons:3 | Green Isle Gardens:2 | The Natives:1	"Asclepias incarnata":6	"g":4 | "3 inch":1 | "4 inch":1	"C":4 | "_":2	
Passiflora suberosa	2874173	https://www.gbif.org/species/2874173	https://inaturalist-open-data.s3.amazonaws.com/photos/464031329/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/470859145/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/470130648/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/465521811/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/465743009/original.jpg	https://www.gbif.org/occurrence/3947184636	https://www.gbif.org/occurrence/5140083654	https://www.gbif.org/occurrence/4982337501	https://www.gbif.org/occurrence/5063410563	6	3	EarthBalance / Green Seasons:3 | Green Isle Gardens:2 | The Natives:1	"Passiflora suberosa":6	"3g":4 | "g":2	"C":3 | "_":3	
Coreopsis leavenworthii	3133918	https://www.gbif.org/species/3133918	https://inaturalist-open-data.s3.amazonaws.com/photos/264096066/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/347521348/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/364226593/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/364226290/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/385229929/original.jpg	https://www.gbif.org/occurrence/5140937599	https://www.gbif.org/occurrence/4919301538	https://www.gbif.org/occurrence/3923279152	https://www.gbif.org/occurrence/3705395902	6	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:2 | The Natives:2	"Coreopsis leavenworthii":6	"g":4 | "4 inch":1 | "qts":1	"C":4 | "_":2	
Panicum amarum	2705089	https://www.gbif.org/species/2705089	https://www.gbif.org/occurrence/4904046776	https://www.gbif.org/occurrence/5037137262	https://www.gbif.org/occurrence/4950609700	https://www.gbif.org/occurrence/1945468950	https://www.gbif.org/occurrence/3391409039	https://www.gbif.org/occurrence/3859736580	https://www.gbif.org/occurrence/4908644696	https://www.gbif.org/occurrence/2460070929	https://www.gbif.org/occurrence/4510388339	6	1	EarthBalance / Green Seasons:6	"Panicum amarum":6	"4 inch":2 | "LN":2 | "g":2	"_":3 | "M":2 | "C":1	
Lyonia lucida	5333386	https://www.gbif.org/species/5333386	https://inaturalist-open-data.s3.amazonaws.com/photos/345150845/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/461074317/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/480023559/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/467033729/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/479373605/original.jpg	https://www.gbif.org/occurrence/5087643082	https://www.gbif.org/occurrence/4910969724	https://www.gbif.org/occurrence/3988548717	https://www.gbif.org/occurrence/5063287154	6	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:2 | The Natives:2	"Lyonia lucida":6	"3g":3 | "g":3	"M":3 | "_":2 | "C":1	
Ipomoea pes-caprae	7999386	https://www.gbif.org/species/7999386	https://www.gbif.org/occurrence/5063122046	https://www.gbif.org/occurrence/5104342675	https://www.gbif.org/occurrence/4853124199	https://www.gbif.org/occurrence/5108263905	https://www.gbif.org/occurrence/4908861076	https://www.gbif.org/occurrence/4867886248	https://www.gbif.org/occurrence/4925976785	https://www.gbif.org/occurrence/4952494306	https://www.gbif.org/occurrence/5006984409	6	2	EarthBalance / Green Seasons:5 | Beeman's Nursery:1	"Ipomoea pes-caprae subsp. brasiliensis":6	"4 inch":2 | "LN":2 | "g":2	"_":4 | "M":2	
Sporobolus virginicus	2704745	https://www.gbif.org/species/2704745	https://www.gbif.org/occurrence/4904202138	https://www.gbif.org/occurrence/2423152757	https://www.gbif.org/occurrence/3383993774	https://www.gbif.org/occurrence/4954455867	https://www.gbif.org/occurrence/4945855821	https://www.gbif.org/occurrence/4176987432	https://www.gbif.org/occurrence/3903589355	https://www.gbif.org/occurrence/4954363745	https://www.gbif.org/occurrence/4926345799	6	3	EarthBalance / Green Seasons:4 | Beeman's Nursery:1 | Green Isle Gardens:1	"Sporobolus virginicus":6	"4 inch":3 | "LN":2 | "g":1	"M":3 | "_":2 | "C":1	
Morella cerifera	3168995	https://www.gbif.org/species/3168995	https://www.gbif.org/occurrence/5063108501	https://www.gbif.org/occurrence/5063225931	https://www.gbif.org/occurrence/5063379954	https://www.gbif.org/occurrence/5076917090	https://www.gbif.org/occurrence/5087298133	https://www.gbif.org/occurrence/5088062309	https://www.gbif.org/occurrence/4171427413	https://www.gbif.org/occurrence/4976583705	https://www.gbif.org/occurrence/4516442190	6	4	McKeithen Growers:2 | The Natives:2 | Beeman's Nursery:1 | EarthBalance / Green Seasons:1	"Morella cerifera":6	"3g":3 | "g":2 | "45g":1	"_":5 | "C":1	
Flaveria linearis	3086837	https://www.gbif.org/species/3086837	https://www.gbif.org/occurrence/5036826797	https://www.gbif.org/occurrence/4535572188	https://www.gbif.org/occurrence/5063198343	https://www.gbif.org/occurrence/5063023625	https://www.gbif.org/occurrence/5062999158	https://www.gbif.org/occurrence/5133829340	https://www.gbif.org/occurrence/3881614828	https://www.gbif.org/occurrence/3415973091	https://www.gbif.org/occurrence/3466444402	5	2	EarthBalance / Green Seasons:4 | Green Isle Gardens:1	"Flaveria linearis":5	"g":3 | "4 inch":2	"C":2 | "_":2 | "L":1	
Coccoloba uvifera	2888831	https://www.gbif.org/species/2888831	https://www.gbif.org/occurrence/5076909360	https://www.gbif.org/occurrence/5037191457	https://www.gbif.org/occurrence/4901934385	https://www.gbif.org/occurrence/5063111013	https://www.gbif.org/occurrence/5135455195	https://www.gbif.org/occurrence/5087444176	https://www.gbif.org/occurrence/4904336949	https://www.gbif.org/occurrence/4954331199	https://www.gbif.org/occurrence/5063021772	5	2	EarthBalance / Green Seasons:4 | McKeithen Growers:1	"Coccoloba uvifera":5	"3g":2 | "15g":1 | "7g":1 | "g":1	"L":2 | "_":2 | "C":1	
Chrysobalanus icaco	2985082	https://www.gbif.org/species/2985082	https://www.gbif.org/occurrence/5063059935	https://www.gbif.org/occurrence/5007788957	https://www.gbif.org/occurrence/5036922786	https://www.gbif.org/occurrence/4103135715	https://www.gbif.org/occurrence/3456622700	https://www.gbif.org/occurrence/5133099663	https://www.gbif.org/occurrence/3321030545	https://www.gbif.org/occurrence/4416662156	https://www.gbif.org/occurrence/2609237548	5	1	EarthBalance / Green Seasons:5	"Chrysobalanus icaco ":3 | "Chrysobalanus icaco 'Horizontal'":1 | "Chrysobalanus icaco 'Red Tip'":1	"3g":4 | "g":1	"_":3 | "C":1 | "L":1	
Ipomoea microdactyla	2928573	https://www.gbif.org/species/2928573	https://www.gbif.org/occurrence/4980708820	https://www.gbif.org/occurrence/4400080093	https://www.gbif.org/occurrence/3327878189	https://www.gbif.org/occurrence/4875567404	https://www.gbif.org/occurrence/1562887056	https://www.gbif.org/occurrence/3860394168	https://www.gbif.org/occurrence/4400080093	https://www.gbif.org/occurrence/4458476263	https://www.gbif.org/occurrence/4080664095	5	1	EarthBalance / Green Seasons:5	"Ipomoea microdactyla":5	"g":4 | "3g":1	"L":2 | "_":2 | "C":1	
Bignonia capreolata	3172516	https://www.gbif.org/species/3172516	https://www.gbif.org/occurrence/4606777481	https://www.gbif.org/occurrence/5006896999	https://www.gbif.org/occurrence/5008216720	https://www.gbif.org/occurrence/2028449635	https://www.gbif.org/occurrence/2234771255	https://www.gbif.org/occurrence/3070681016	https://www.gbif.org/occurrence/4171364892	https://www.gbif.org/occurrence/3415732061	https://www.gbif.org/occurrence/4507710991	5	2	EarthBalance / Green Seasons:4 | Green Isle Gardens:1	"Bignonia capreolata":5	"3g":2 | "g":2 | "g+":1	"L":3 | "C":2	
Liatris spicata	3104314	https://www.gbif.org/species/3104314	https://www.gbif.org/occurrence/4919452156	https://www.gbif.org/occurrence/4923765920	https://www.gbif.org/occurrence/4945648691	https://www.gbif.org/occurrence/4936145074	https://www.gbif.org/occurrence/3923657600	https://www.gbif.org/occurrence/5133895121	https://www.gbif.org/occurrence/2826133298	https://www.gbif.org/occurrence/4430817428	https://www.gbif.org/occurrence/1914252566	5	3	EarthBalance / Green Seasons:2 | The Natives:2 | Green Isle Gardens:1	"Liatris spicata":5	"g":4 | "qts":1	"M":2 | "_":2 | "C":1	
Monarda punctata	5341413	https://www.gbif.org/species/5341413	https://inaturalist-open-data.s3.amazonaws.com/photos/364948219/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/369825496/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/368940333/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/360116133/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/467216334/original.jpg	https://www.gbif.org/occurrence/4597500622	https://www.gbif.org/occurrence/4921490556	https://www.gbif.org/occurrence/5133696436	https://www.gbif.org/occurrence/2596451360	5	3	EarthBalance / Green Seasons:3 | Green Isle Gardens:1 | The Natives:1	"Monarda punctata":5	"g":4 | "4 inch":1	"C":3 | "_":2	
Asclepias verticillata	3170235	https://www.gbif.org/species/3170235	https://www.gbif.org/occurrence/3858746687	https://www.gbif.org/occurrence/4607405663	https://www.gbif.org/occurrence/3061656636	https://www.gbif.org/occurrence/4973939793	https://www.gbif.org/occurrence/2826267414	https://www.gbif.org/occurrence/4606987148	https://www.gbif.org/occurrence/4177006316	https://www.gbif.org/occurrence/1931517934	https://www.gbif.org/occurrence/4510380525	5	2	EarthBalance / Green Seasons:3 | Green Isle Gardens:2	"Asclepias verticillata":5	"g":3 | "3 inch":1 | "4 inch+":1	"_":3 | "C":2	
Trichostema dichotomum	2926665	https://www.gbif.org/species/2926665	https://www.gbif.org/occurrence/4420880081	https://www.gbif.org/occurrence/4431066983	https://www.gbif.org/occurrence/3912313437	https://www.gbif.org/occurrence/3385200658	https://www.gbif.org/occurrence/4416852925	https://www.gbif.org/occurrence/4901432979	https://www.gbif.org/occurrence/3355053208	https://www.gbif.org/occurrence/4424332456	https://www.gbif.org/occurrence/2005366549	5	3	EarthBalance / Green Seasons:2 | The Natives:2 | Green Isle Gardens:1	"Trichostema dichotomum":5	"g":5	"C":4 | "_":1	
Coreopsis lanceolata	3133938	https://www.gbif.org/species/3133938	https://inaturalist-open-data.s3.amazonaws.com/photos/365088862/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/360019031/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/363722888/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/365089141/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/361245090/original.jpeg	https://www.gbif.org/occurrence/4091466643	https://www.gbif.org/occurrence/4137856705	https://www.gbif.org/occurrence/5007676530	https://www.gbif.org/occurrence/4919563837	5	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:2 | The Natives:1	"Coreopsis lanceolata":5	"g":3 | "4 inch":1 | "qts":1	"C":3 | "_":2	
Andropogon glomeratus	2706097	https://www.gbif.org/species/2706097	https://www.gbif.org/occurrence/4436323609	https://www.gbif.org/occurrence/4516408885	https://www.gbif.org/occurrence/4400093415	https://www.gbif.org/occurrence/3961306341	https://www.gbif.org/occurrence/4400093415			https://www.gbif.org/occurrence/4440763212	https://www.gbif.org/occurrence/4400093415	5	2	EarthBalance / Green Seasons:3 | The Natives:2	"Andropogon glomeratus var. glaucopsis":3 | "Andropogon glomeratus":2	"g":4 | "TT":1	"_":3 | "C":2	
Senna mexicana	2957605	https://www.gbif.org/species/2957605	no live occurrences									5	3	EarthBalance / Green Seasons:3 | Green Isle Gardens:1 | The Natives:1	"Senna mexicana var. chapmanii":5	"g":3 | "3g":2	"C":3 | "L":1 | "_":1	
Paspalum vaginatum	8100050	https://www.gbif.org/species/8100050	https://www.gbif.org/occurrence/3014077609	https://www.gbif.org/occurrence/5036812121	https://www.gbif.org/occurrence/4901323900	https://www.gbif.org/occurrence/5006946096	https://www.gbif.org/occurrence/5006946096	https://www.gbif.org/occurrence/5134096648	https://www.gbif.org/occurrence/4901323900	https://www.gbif.org/occurrence/4442469056	https://www.gbif.org/occurrence/2517979126	5	2	EarthBalance / Green Seasons:4 | Beeman's Nursery:1	"Paspalum vaginatum":5	"4 inch":3 | "LN":2	"_":3 | "M":2	
Sisyrinchium angustifolium	5296015	https://www.gbif.org/species/5296015	https://www.gbif.org/occurrence/5104578240	https://www.gbif.org/occurrence/4910985689	https://www.gbif.org/occurrence/2901827565	https://www.gbif.org/occurrence/3008505084	https://www.gbif.org/occurrence/2596310326	https://www.gbif.org/occurrence/3067928872	https://www.gbif.org/occurrence/2634450251	https://www.gbif.org/occurrence/3068012305	https://www.gbif.org/occurrence/1990566501	5	3	EarthBalance / Green Seasons:3 | Green Isle Gardens:1 | The Natives:1	"Sisyrinchium angustifolium":5	"g":4 | "LN":1	"M":2 | "_":2 | "C":1	
Gaillardia pulchella	5387821	https://www.gbif.org/species/5387821	https://www.gbif.org/occurrence/5104395795	https://www.gbif.org/occurrence/5036894242	https://www.gbif.org/occurrence/5063601010	https://www.gbif.org/occurrence/5077072527	https://www.gbif.org/occurrence/5087541432	https://www.gbif.org/occurrence/5133629885	https://www.gbif.org/occurrence/5110368578	https://www.gbif.org/occurrence/4987803068	https://www.gbif.org/occurrence/5087252283	5	2	EarthBalance / Green Seasons:3 | Green Isle Gardens:2	"Gaillardia pulchella":5	"g":3 | "4 inch":2	"_":4 | "M":1	
Passiflora incarnata	2874218	https://www.gbif.org/species/2874218	https://www.gbif.org/occurrence/5133317925	https://www.gbif.org/occurrence/5134457675	https://www.gbif.org/occurrence/5134181863	https://www.gbif.org/occurrence/5104584629	https://www.gbif.org/occurrence/5140979030	https://www.gbif.org/occurrence/4852982353	https://www.gbif.org/occurrence/4919517910	https://www.gbif.org/occurrence/3966645908	https://www.gbif.org/occurrence/4162518112	5	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:2 | The Natives:1	"Passiflora incarnata":5	"g":3 | "3g":2	"_":3 | "L":2	
Quercus geminata	2878250	https://www.gbif.org/species/2878250	https://inaturalist-open-data.s3.amazonaws.com/photos/349475354/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/369723749/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/350573586/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/356034294/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/399273697/original.jpg	https://www.gbif.org/occurrence/5140981094	https://www.gbif.org/occurrence/3355333080	https://www.gbif.org/occurrence/4976414229	https://www.gbif.org/occurrence/4022202079	5	3	The Natives:3 | Green Isle Gardens:1 | McKeithen Growers:1	"Quercus geminata":5	"15g":1 | "3g":1 | "7g":1 | "g":1 | "g+":1	"C":2 | "_":2 | "M":1	
Aristida stricta	2706263	https://www.gbif.org/species/2706263	https://www.gbif.org/occurrence/4525102553	https://www.gbif.org/occurrence/5104552406	https://www.gbif.org/occurrence/2540809721	https://www.gbif.org/occurrence/4018251747	https://www.gbif.org/occurrence/3333042326	https://www.gbif.org/occurrence/3017952391	https://www.gbif.org/occurrence/1914197240	https://www.gbif.org/occurrence/4954685313	https://www.gbif.org/occurrence/2597882720	5	2	Green Isle Gardens:3 | The Natives:2	"Aristida stricta":5	"g":2 | "4 inch":1 | "LN":1 | "TT":1	"M":3 | "_":2	
Magnolia grandiflora	9605163	https://www.gbif.org/species/9605163	https://www.gbif.org/occurrence/5063623640	https://www.gbif.org/occurrence/5007486860	https://www.gbif.org/occurrence/5134487678	https://www.gbif.org/occurrence/5140641268	https://www.gbif.org/occurrence/4851830606	https://www.gbif.org/occurrence/5134849847	https://www.gbif.org/occurrence/5007315990	https://www.gbif.org/occurrence/4980477701	https://www.gbif.org/occurrence/3032147310	5	2	McKeithen Growers:3 | Marshall Tree Farm:2	"Magnolia grandiflora ":5	"100g":1 | "30g":1 | "45g":1 | "FG":1 | "_":1	"_":4 | "C":1	
Magnolia virginiana	3153639	https://www.gbif.org/species/3153639	https://www.gbif.org/occurrence/5063731778	https://www.gbif.org/occurrence/5087455646	https://www.gbif.org/occurrence/4851856271	https://www.gbif.org/occurrence/4846976193	https://www.gbif.org/occurrence/4853124071	https://www.gbif.org/occurrence/4921818421	https://www.gbif.org/occurrence/4945845211	https://www.gbif.org/occurrence/4516215941	https://www.gbif.org/occurrence/3008397017	5	3	Marshall Tree Farm:2 | McKeithen Growers:2 | The Natives:1	"Magnolia virginiana":5	"FG":2 | "30g":1 | "3g":1 | "7g":1	"_":3 | "C":2	
Quercus shumardii	2878289	https://www.gbif.org/species/2878289	https://www.gbif.org/occurrence/3873336752	https://www.gbif.org/occurrence/4919389835	https://www.gbif.org/occurrence/2283033517	https://www.gbif.org/occurrence/3314165463	https://www.gbif.org/occurrence/3032053348	https://www.gbif.org/occurrence/2238983688	https://www.gbif.org/occurrence/4400438013	https://www.gbif.org/occurrence/4954296553	https://www.gbif.org/occurrence/1847631788	5	2	Marshall Tree Farm:4 | McKeithen Growers:1	"Quercus shumardii":5	"FG":4 | "15g":1	"_":5	
Saccharum giganteum	7842638	https://www.gbif.org/species/7842638	no live occurrences									4	2	EarthBalance / Green Seasons:3 | The Natives:1	"Saccharum giganteum":4	"3g":1 | "LN":1 | "TT":1 | "g":1	"L":2 | "_":2	
Lantana involucrata	2925313	https://www.gbif.org/species/2925313	https://www.gbif.org/occurrence/5036937704	https://www.gbif.org/occurrence/5087416942	https://www.gbif.org/occurrence/5063716341	https://www.gbif.org/occurrence/5063980085	https://www.gbif.org/occurrence/4516616849	https://www.gbif.org/occurrence/4111734501	https://www.gbif.org/occurrence/4400067069	https://www.gbif.org/occurrence/4424318156	https://www.gbif.org/occurrence/5037235353	4	2	EarthBalance / Green Seasons:3 | Green Isle Gardens:1	"Lantana involucrata":4	"g":3 | "3g":1	"L":2 | "C":1 | "_":1	
Ardisia escallonioides	5558603	https://www.gbif.org/species/5558603	https://www.gbif.org/occurrence/5063544670	https://www.gbif.org/occurrence/5063772398	https://www.gbif.org/occurrence/4952918983	https://www.gbif.org/occurrence/4954622258	https://www.gbif.org/occurrence/4607256213	https://www.gbif.org/occurrence/1986634379	https://www.gbif.org/occurrence/4921469150	https://www.gbif.org/occurrence/4945742901	https://www.gbif.org/occurrence/4510246398	4	1	EarthBalance / Green Seasons:4	"Ardisia escallonioides":4	"3g":2 | "7g":1 | "g":1	"L":3 | "_":1	
Euploca polyphylla	7477922	https://www.gbif.org/species/7477922	https://www.gbif.org/occurrence/5104625062	https://www.gbif.org/occurrence/5064027129	https://www.gbif.org/occurrence/5036797926	https://www.gbif.org/occurrence/5069882676	https://www.gbif.org/occurrence/5108227123	https://www.gbif.org/occurrence/5104577830	https://www.gbif.org/occurrence/4134217858	https://www.gbif.org/occurrence/4414255775	https://www.gbif.org/occurrence/4535910701	4	2	EarthBalance / Green Seasons:3 | Green Isle Gardens:1	"Euploca polyphylla":4	"g":4	"C":2 | "L":1 | "_":1	
Canavalia rosea	2962021	https://www.gbif.org/species/2962021	https://www.gbif.org/occurrence/5104585384	https://www.gbif.org/occurrence/5070140725	https://www.gbif.org/occurrence/5104591807	https://www.gbif.org/occurrence/4852996458	https://www.gbif.org/occurrence/4853006438	https://www.gbif.org/occurrence/4121272860	https://www.gbif.org/occurrence/3335416796	https://www.gbif.org/occurrence/4436215164	https://www.gbif.org/occurrence/4009858701	4	1	EarthBalance / Green Seasons:4	"Canavalia rosea":4	"4 inch":2 | "LN":1 | "g":1	"C":2 | "_":2	
Sorghastrum secundum	2704421	https://www.gbif.org/species/2704421	https://inaturalist-open-data.s3.amazonaws.com/photos/326947442/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/326621516/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/439241669/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/323896580/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/325634616/original.jpg	https://www.gbif.org/occurrence/3772672132	https://www.gbif.org/occurrence/4405137579	https://www.gbif.org/occurrence/4597417860	https://www.gbif.org/occurrence/4018184714	4	3	Green Isle Gardens:2 | EarthBalance / Green Seasons:1 | The Natives:1	"Sorghastrum secundum":4	"4 inch":2 | "TT":1 | "g":1	"C":2 | "M":1 | "_":1	
Vaccinium myrsinites	2882937	https://www.gbif.org/species/2882937	https://www.gbif.org/occurrence/5088038128	https://www.gbif.org/occurrence/5087161217	https://www.gbif.org/occurrence/4519166193	https://www.gbif.org/occurrence/4516341042	https://www.gbif.org/occurrence/4867742315	https://www.gbif.org/occurrence/4535995879	https://www.gbif.org/occurrence/2634138210	https://www.gbif.org/occurrence/1901063732	https://www.gbif.org/occurrence/4522716361	4	3	Green Isle Gardens:2 | EarthBalance / Green Seasons:1 | The Natives:1	"Vaccinium myrsinites":4	"g":3 | "3g":1	"C":2 | "_":2	
Juncus roemerianus	2701817	https://www.gbif.org/species/2701817	https://www.gbif.org/occurrence/5069992405	https://www.gbif.org/occurrence/5133725259	https://www.gbif.org/occurrence/4596964319	https://www.gbif.org/occurrence/3859635955	https://www.gbif.org/occurrence/2238837398	https://www.gbif.org/occurrence/4606686195	https://www.gbif.org/occurrence/2826235236	https://www.gbif.org/occurrence/1945422092	https://www.gbif.org/occurrence/3014083973	4	2	EarthBalance / Green Seasons:3 | Beeman's Nursery:1	"Juncus roemerianus":4	"2 inch":1 | "4 inch":1 | "BR":1 | "g":1	"C":2 | "M":1 | "_":1	
Salvia misella	2927058	https://www.gbif.org/species/2927058	https://inaturalist-open-data.s3.amazonaws.com/photos/465694663/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/466845029/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/466833742/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/466207403/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/346862772/original.jpg	https://www.gbif.org/occurrence/3113647597	https://www.gbif.org/occurrence/3330514478	https://www.gbif.org/occurrence/3759845773	https://www.gbif.org/occurrence/4046715268	4	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:1 | The Natives:1	"Salvia misella":4	"g":4	"_":2 | "C":1 | "L":1	
Ruellia caroliniensis	5415376	https://www.gbif.org/species/5415376	https://www.gbif.org/occurrence/5087948050	https://www.gbif.org/occurrence/5140493744	https://www.gbif.org/occurrence/4512426910	https://www.gbif.org/occurrence/4923891995	https://www.gbif.org/occurrence/4919314768	https://www.gbif.org/occurrence/5154403217	https://www.gbif.org/occurrence/4926100884	https://www.gbif.org/occurrence/3455372399	https://www.gbif.org/occurrence/2012953775	4	2	EarthBalance / Green Seasons:2 | Green Isle Gardens:2	"Ruellia caroliniensis":3 | "Ruellia caroliniensis 'Native Blue'":1	"g":4	"C":3 | "_":1	
Stokesia laevis	5403935	https://www.gbif.org/species/5403935	https://inaturalist-open-data.s3.amazonaws.com/photos/380249316/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/352865320/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/450903636/original.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/404262461/original.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/297847437/original.jpg	https://www.gbif.org/occurrence/2251940173	https://www.gbif.org/occurrence/1805370846	https://www.gbif.org/occurrence/4974045395	https://www.gbif.org/occurrence/5007106888	4	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:1 | The Natives:1	"Stokesia laevis":4	"g":4	"C":3 | "_":1	
Dyschoriste humistrata	3173055	https://www.gbif.org/species/3173055	https://www.gbif.org/occurrence/4852182203	https://www.gbif.org/occurrence/5087591382	https://www.gbif.org/occurrence/4075981604	https://www.gbif.org/occurrence/4908700290	https://www.gbif.org/occurrence/4910895959	https://www.gbif.org/occurrence/2597825733	https://www.gbif.org/occurrence/2283231651	https://www.gbif.org/occurrence/4945790533	https://www.gbif.org/occurrence/2543083778	4	3	EarthBalance / Green Seasons:2 | Cherrylake:1 | Green Isle Gardens:1	"Dyschoriste humistrata":4	"g":4	"_":3 | "C":1	
Dyschoriste oblongifolia	3173062	https://www.gbif.org/species/3173062	https://www.gbif.org/occurrence/4852795839	https://www.gbif.org/occurrence/4076330634	https://www.gbif.org/occurrence/4853124645	https://www.gbif.org/occurrence/5133510956	https://www.gbif.org/occurrence/4919646892	https://www.gbif.org/occurrence/3858609314	https://www.gbif.org/occurrence/3070498032	https://www.gbif.org/occurrence/2862663321	https://www.gbif.org/occurrence/3457220276	4	3	EarthBalance / Green Seasons:2 | Green Isle Gardens:1 | The Natives:1	"Dyschoriste oblongifolia":4	"g":4	"C":2 | "M":1 | "_":1	
Fraxinus caroliniana	3172339	https://www.gbif.org/species/3172339	https://www.gbif.org/occurrence/5108109667	https://www.gbif.org/occurrence/5108111658	https://www.gbif.org/occurrence/4522694258	https://www.gbif.org/occurrence/4522700267	https://www.gbif.org/occurrence/4607194990	https://www.gbif.org/occurrence/4596981311	https://www.gbif.org/occurrence/4039158365	https://www.gbif.org/occurrence/3008529014	https://www.gbif.org/occurrence/4080532321	4	2	McKeithen Growers:3 | EarthBalance / Green Seasons:1	"Fraxinus caroliniana":4	"3g":2 | "15g":1 | "45g":1	"_":3 | "C":1	
Solidago sempervirens	5388927	https://www.gbif.org/species/5388927	https://www.gbif.org/occurrence/5154179639	https://www.gbif.org/occurrence/5141109824	https://www.gbif.org/occurrence/5140271198	https://www.gbif.org/occurrence/5076890556	https://www.gbif.org/occurrence/4908748404	https://www.gbif.org/occurrence/4851829669	https://www.gbif.org/occurrence/4891761748	https://www.gbif.org/occurrence/4945777697	https://www.gbif.org/occurrence/4507638307	4	2	EarthBalance / Green Seasons:3 | Green Isle Gardens:1	"Solidago sempervirens":4	"g":3 | "2 inch":1	"C":2 | "M":1 | "_":1	
